seller_id,type,cv,R_mean,R_p25,R_p10,R_mean_eligible,R_mean_L_star,R_mean_cap_star,R_p25_eligible,R_p25_L_star,R_p25_cap_star,R_p10_eligible,R_p10_L_star,R_p10_cap_star
k_3d0cd21d_1,stable,0.5820974111557007,83.25238037109375,55.68459701538086,41.515167236328125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_3d871de0_0,stable,0.2757270038127899,2881.624267578125,2305.499755859375,2136.63720703125,True,5484.083203124999,1.05,True,3508.7991629464286,1.05,True,2929.8418526785717,1.05
k_3d871de0_1,stable,0.5211185812950134,3036.23828125,2413.0615234375,1603.0621337890625,True,6014.188392857142,1.05,True,3877.582366071428,1.05,True,1100.4416015624995,1.05
k_3db66a85_0,stable,0.418308824300766,684.0863647460938,595.0383911132812,482.5788269042969,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_3db66a85_1,stable,0.41270944476127625,837.9118041992188,651.331787109375,563.0474853515625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_3df020b7_0,stable,0.30315202474594116,566.0747680664062,469.0548400878906,392.77349853515625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_3df020b7_1,stable,0.22386392951011658,611.3907470703125,524.4332275390625,471.3115234375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_3ea00e1d_0,decline,0.5321201682090759,139.40492248535156,106.85383605957031,100.76228332519531,False,0.0,1.25,False,0.0,1.25,False,0.0,1.25
k_3ea00e1d_1,stable,0.494545578956604,141.77783203125,123.18230438232422,110.42691040039062,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_3f995f07_0,stable,0.5633805990219116,352.5498962402344,193.107421875,110.83345794677734,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_3f995f07_1,stable,0.5001706480979919,352.3199462890625,234.312255859375,172.1253662109375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_404e1ba0_0,seasonal,0.54857337474823,128.98348999023438,105.02926635742188,81.87834167480469,False,0.0,1.2000000000000002,False,0.0,1.2000000000000002,False,0.0,1.2000000000000002
k_404e1ba0_1,decline,0.5349137187004089,152.29595947265625,121.76681518554688,108.74452209472656,False,0.0,1.25,False,0.0,1.25,False,0.0,1.25
k_40d54b51_0,stable,0.41256967186927795,749.388916015625,629.8673095703125,391.3597717285156,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_40d54b51_1,stable,0.49465981125831604,638.4813232421875,476.2846984863281,316.67706298828125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_412a4720_0,stable,0.4293939173221588,380.957763671875,313.7744140625,228.2962646484375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_412a4720_1,stable,0.43903785943984985,402.80596923828125,324.2374267578125,299.0951232910156,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_41b39e28_0,stable,0.45119327306747437,635.0927734375,398.8466491699219,286.4841003417969,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_41b39e28_1,stable,0.4267480671405792,630.0516967773438,338.72088623046875,281.6776123046875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_42bde9fe_0,decline,0.579582691192627,344.8805236816406,241.30174255371094,112.61077880859375,False,0.0,1.25,False,0.0,1.25,False,0.0,1.25
k_42bde9fe_1,stable,0.5632389187812805,396.6634521484375,280.37774658203125,175.8713836669922,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4305fe92_0,volatile,0.6560202240943909,219.88377380371094,155.90045166015625,10.480902671813965,False,0.0,1.3,False,0.0,1.3,False,0.0,1.3
k_4305fe92_1,volatile,0.5430129170417786,376.44921875,292.8868713378906,213.15122985839844,False,0.0,1.3,False,0.0,1.3,False,0.0,1.3
k_431af27f_0,stable,0.31565436720848083,1010.9529418945312,854.2047119140625,672.662109375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_431af27f_1,stable,0.283557653427124,925.943115234375,781.69384765625,644.2182006835938,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_432c37c9_0,stable,0.4601949155330658,477.416259765625,333.410400390625,304.21142578125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_432c37c9_1,stable,0.30882948637008667,429.3512268066406,343.1761474609375,264.3615417480469,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4371b634_0,growth,0.47335299849510193,698.0584106445312,488.078369140625,431.03515625,False,0.0,1.1,False,0.0,1.1,False,0.0,1.1
k_4371b634_1,stable,0.49270594120025635,746.7866821289062,538.1636352539062,425.5229187011719,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_439a47cc_0,stable,0.5678815245628357,359.263427734375,246.61715698242188,204.434814453125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_439a47cc_1,stable,0.5178671479225159,416.3944396972656,328.7063293457031,194.00579833984375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_44073f8b_0,stable,0.39603957533836365,960.7771606445312,717.18994140625,493.958984375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_44073f8b_1,stable,0.34695965051651,926.4574584960938,766.1690063476562,647.412841796875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_440dd6ab_0,stable,0.35825538635253906,704.30712890625,552.332763671875,496.0655822753906,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_440dd6ab_1,stable,0.3513891398906708,651.7276611328125,549.630126953125,479.0529479980469,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4559697a_0,stable,0.5389480590820312,346.5694885253906,261.7084045410156,176.8058624267578,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4559697a_1,stable,0.5293968319892883,444.46954345703125,341.3843994140625,163.59033203125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_45d33f71_0,stable,0.5251590609550476,245.1030731201172,170.107177734375,127.4229736328125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_45d33f71_1,stable,0.5187829732894897,439.95843505859375,373.35723876953125,255.2368927001953,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_46dc3b2c_0,stable,0.5682282447814941,2630.279296875,1690.283447265625,868.89599609375,True,4622.329017857143,1.05,True,1399.4861049107146,1.05,False,0.0,1.05
k_46dc3b2c_1,stable,0.4993800222873688,4084.406005859375,2624.655029296875,2521.81396484375,True,9607.90630580357,1.05,True,4603.045814732142,1.05,True,4250.4478794642855,1.05
k_46ef1a25_0,seasonal,0.5213485956192017,103.72824096679688,80.64045715332031,70.61077880859375,False,0.0,1.2000000000000002,False,0.0,1.2000000000000002,False,0.0,1.2000000000000002
k_46ef1a25_1,stable,0.4753725230693817,68.01173400878906,47.32876205444336,37.42580032348633,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_48162d54_0,stable,0.35177019238471985,1140.1192626953125,900.710693359375,796.547119140625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_48162d54_1,stable,0.19473907351493835,1008.2670288085938,893.8475952148438,748.5467529296875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4830e406_0,stable,0.412217378616333,914.52099609375,623.2139282226562,488.7808532714844,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4830e406_1,stable,0.35631734132766724,935.3460083007812,752.1034545898438,651.8717041015625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_48436dad_0,stable,0.7634494304656982,525.59326171875,184.04351806640625,100.67713928222656,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_48436dad_1,decline,1.1406166553497314,523.802734375,271.8316650390625,185.729736328125,False,0.0,1.3,False,0.0,1.3,False,0.0,1.3
k_4869f7a5_0,stable,0.3010626435279846,7972.55224609375,6840.26904296875,5722.5068359375,True,22938.693415178575,1.05,True,19056.579575892854,1.05,True,15224.252008928572,1.05
k_4869f7a5_1,growth,0.2207815945148468,8353.2275390625,6960.36572265625,5908.458984375,True,23141.871946022726,1.1,True,18583.415092329546,1.1,True,15140.81122159091,1.1
k_49067458_0,stable,0.549739420413971,299.6047058105469,235.0186767578125,201.13314819335938,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_49067458_1,stable,0.3847557306289673,273.35614013671875,245.99929809570312,203.93826293945312,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4917cee8_0,stable,0.29961785674095154,473.46722412109375,392.98272705078125,358.3329162597656,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4917cee8_1,stable,0.23902682960033417,600.70947265625,541.0570068359375,422.9517517089844,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4992e76a_0,stable,0.2444165199995041,331.6254577636719,266.53558349609375,235.7820587158203,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4992e76a_1,stable,0.24356140196323395,260.2540283203125,214.66835021972656,184.55224609375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_49e7217c_0,other,0.9677082896232605,440.5821228027344,225.38197326660156,157.54466247558594,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001
k_49e7217c_1,stable,0.7845832109451294,706.8081665039062,484.70086669921875,242.42376708984375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4a3ca931_0,stable,0.16579541563987732,4777.61767578125,4277.005859375,4055.24951171875,True,11984.63203125,1.05,True,10268.248660714284,1.05,True,9507.941183035713,1.05
k_4a3ca931_1,stable,0.2206902801990509,3375.4638671875,2808.85107421875,2400.606201171875,True,7177.247544642856,1.05,True,5234.575111607143,1.05,True,3834.878404017857,1.05
k_4a3ccda3_0,stable,0.23089684545993805,1057.1229248046875,858.95458984375,813.270263671875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4a3ccda3_1,stable,0.17545615136623383,1471.6553955078125,1265.0899658203125,1180.7835693359375,True,649.904213169643,1.05,False,0.0,1.05,False,0.0,1.05
k_4aba391b_0,stable,0.5015331506729126,530.1461181640625,371.31927490234375,164.5425262451172,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4aba391b_1,stable,0.5852263569831848,680.4763793945312,458.953125,314.8948974609375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4b5f66b7_0,stable,0.5219234228134155,541.3869018554688,433.34027099609375,358.76409912109375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4b5f66b7_1,stable,0.4412766993045807,515.0601196289062,360.08782958984375,303.49755859375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4bf2f4ee_0,stable,0.6930559277534485,435.2269592285156,249.1770782470703,214.2382049560547,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4bf2f4ee_1,stable,0.4914498031139374,572.9989624023438,442.893310546875,414.0433349609375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4c2b2301_0,growth,0.3337680399417877,1016.2330932617188,775.669677734375,649.6279296875,False,0.0,1.1,False,0.0,1.1,False,0.0,1.1
k_4c2b2301_1,stable,0.35998472571372986,845.2267456054688,652.4517822265625,520.8521118164062,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4c8b8048_0,other,0.6001224517822266,323.4534912109375,230.23023986816406,170.3855743408203,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001
k_4c8b8048_1,stable,0.5107609033584595,361.2603759765625,310.41241455078125,201.81649780273438,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4d6d651b_0,stable,0.20159761607646942,2284.691162109375,1993.489501953125,1668.559326171875,True,3437.455412946428,1.05,True,2439.049720982143,1.05,True,1325.003404017857,1.05
k_4d6d651b_1,stable,0.25545525550842285,2430.328857421875,1932.20458984375,1607.06591796875,True,3936.784654017857,1.05,True,2228.930022321428,1.05,True,1114.168861607143,1.05
k_4da0e408_0,stable,0.3418066203594208,302.890380859375,224.62142944335938,190.58047485351562,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4da0e408_1,stable,0.5820728540420532,407.2752990722656,281.10784912109375,236.41180419921875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4e06067c_0,stable,0.5699092149734497,161.78411865234375,117.29768371582031,95.35697174072266,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4e06067c_1,stable,0.5640551447868347,206.69154357910156,150.47669982910156,90.23682403564453,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4e17c65a_0,stable,0.28834113478660583,600.4287719726562,542.9248046875,427.9526672363281,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4e17c65a_1,stable,0.4852437674999237,730.3296508789062,587.89111328125,408.4569091796875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4e7c18b9_0,stable,0.4490620791912079,334.7940368652344,220.47360229492188,162.10655212402344,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4e7c18b9_1,stable,0.5023311376571655,393.64666748046875,255.37835693359375,199.6131591796875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4e85b538_0,volatile,1.1254222393035889,562.0497436523438,150.16932678222656,101.90459442138672,False,0.0,1.35,False,0.0,1.35,False,0.0,1.35
k_4e85b538_1,volatile,1.1757898330688477,346.34332275390625,105.440185546875,88.64744567871094,False,0.0,1.35,False,0.0,1.35,False,0.0,1.35
k_4e922959_0,stable,0.3713591694831848,2042.7027587890625,1629.275146484375,1289.4227294921875,True,2607.780887276786,1.05,True,1190.3147879464289,1.05,False,25.106501116071545,1.05
k_4e922959_1,stable,0.3987932503223419,1651.5867919921875,1227.809814453125,1044.426025390625,True,1266.8118582589289,1.05,False,0.0,1.05,False,0.0,1.05
k_4ebdc7e6_0,stable,0.3836343586444855,159.6757049560547,127.22055053710938,117.16630554199219,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_4ebdc7e6_1,stable,0.28070804476737976,116.6871337890625,101.70632934570312,70.82354736328125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_503c1de0_0,stable,0.2827557623386383,487.85284423828125,406.7450256347656,370.3819580078125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_503c1de0_1,stable,0.33644357323646545,590.3145141601562,522.168212890625,488.48516845703125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_50c99756_0,stable,0.40514785051345825,340.0211486816406,301.06524658203125,237.3866424560547,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_50c99756_1,stable,0.1105981320142746,421.7969970703125,392.6908264160156,363.3649597167969,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_51702dc2_0,stable,0.5180875062942505,383.2030944824219,296.58087158203125,192.65147399902344,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_51702dc2_1,stable,0.5404314994812012,314.7599792480469,220.53399658203125,184.873291015625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_522620dc_0,stable,0.4836468994617462,2044.2890625,1665.67578125,1325.418212890625,True,2613.219642857143,1.05,True,1315.1169642857144,1.05,True,148.51958705357154,1.05
k_522620dc_1,stable,0.39867717027664185,1764.5989990234375,1179.92041015625,930.72509765625,True,1654.282282366071,1.05,False,0.0,1.05,False,0.0,1.05
k_5236605f_0,other,0.5899794697761536,78.60154724121094,48.9393424987793,40.547142028808594,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001
k_5236605f_1,decline,0.5937878489494324,107.39391326904297,93.2305908203125,34.18108367919922,False,0.0,1.25,False,0.0,1.25,False,0.0,1.25
k_52562a9f_0,decline,0.8726624846458435,316.76922607421875,135.0026092529297,100.98838806152344,False,0.0,1.25,False,0.0,1.25,False,0.0,1.25
k_52562a9f_1,decline,1.3285162448883057,322.63470458984375,119.66291809082031,67.62642669677734,False,0.0,1.3,False,0.0,1.3,False,0.0,1.3
k_52ac6f92_0,decline,0.684503436088562,371.83734130859375,210.95643615722656,58.2846565246582,False,0.0,1.25,False,0.0,1.25,False,0.0,1.25
k_52ac6f92_1,other,0.6174378991127014,575.9660034179688,459.7530822753906,176.63095092773438,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001
k_52d76513_0,stable,0.4984819293022156,1006.6783447265625,597.3192138671875,451.41009521484375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_52d76513_1,other,0.9319520592689514,1509.7069091796875,738.26123046875,455.580810546875,True,712.5085852581524,1.1500000000000001,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001
k_530ec610_0,growth,0.6211743354797363,1353.5313720703125,726.0499267578125,454.34844970703125,True,233.7753995028412,1.1,False,0.0,1.1,False,0.0,1.1
k_530ec610_1,growth,0.48048678040504456,2060.428955078125,1401.366455078125,1015.7164916992188,True,2547.2583984375,1.1,True,390.3265802556821,1.1,False,0.0,1.1
k_53243585_0,stable,0.6895981431007385,3805.80810546875,1290.61376953125,632.3035278320312,True,8652.713504464286,1.05,False,29.190066964285634,1.05,False,0.0,1.05
k_53243585_1,stable,0.7326214909553528,2547.720947265625,1085.1990966796875,687.5302734375,True,4339.271819196428,1.05,False,0.0,1.05,False,0.0,1.05
k_537eb890_0,stable,0.23738665878772736,634.3975219726562,553.9533081054688,447.4142150878906,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_537eb890_1,stable,0.1812700480222702,546.9255981445312,480.7984924316406,396.7484130859375,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_538caafd_0,other,0.550040066242218,56.37197494506836,48.753089904785156,29.814823150634766,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001
k_538caafd_1,other,0.6098687648773193,37.48234176635742,23.110525131225586,17.05809211730957,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001
k_53e4c6e0_0,stable,0.1650611013174057,1302.7449951171875,1179.455322265625,1051.1044921875,False,70.78284040178525,1.05,False,0.0,1.05,False,0.0,1.05
k_53e4c6e0_1,stable,0.1848738044500351,1385.2542724609375,1173.3087158203125,1047.6798095703125,True,353.6717912946428,1.05,False,0.0,1.05,False,0.0,1.05
k_54a1852d_0,growth,0.2772810459136963,1145.5533447265625,898.0669555664062,797.6546630859375,False,0.0,1.1,False,0.0,1.1,False,0.0,1.1
k_54a1852d_1,stable,0.32856079936027527,705.0459594726562,625.9736938476562,348.0114440917969,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_55d3daac_0,stable,0.44945958256721497,533.2211303710938,434.9573974609375,399.3020324707031,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_55d3daac_1,stable,0.4768781065940857,494.50323486328125,351.8555603027344,323.8653564453125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5656537e_0,growth,0.31978076696395874,878.3449096679688,675.8934936523438,552.2918701171875,False,0.0,1.1,False,0.0,1.1,False,0.0,1.1
k_5656537e_1,growth,0.27828922867774963,771.6044921875,630.6526489257812,545.0907592773438,False,0.0,1.1,False,0.0,1.1,False,0.0,1.1
k_56642bcb_0,stable,0.4316694736480713,316.6046447753906,238.35171508789062,215.2775115966797,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_56642bcb_1,stable,0.3826441764831543,392.5504455566406,326.05377197265625,306.2020263671875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_56db5c07_0,volatile,0.6511255502700806,138.61935424804688,59.22328567504883,35.91277313232422,False,0.0,1.3,False,0.0,1.3,False,0.0,1.3
k_56db5c07_1,volatile,0.7435537576675415,137.74806213378906,59.17820358276367,34.123111724853516,False,0.0,1.3,False,0.0,1.3,False,0.0,1.3
k_575df70b_0,stable,0.5331059694290161,430.44940185546875,318.2996520996094,270.88873291015625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_575df70b_1,other,0.5261964797973633,418.3450012207031,358.14605712890625,314.76763916015625,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001
k_57989161_0,other,0.53763347864151,87.18814849853516,72.47630310058594,54.8635139465332,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001
k_57989161_1,other,0.5287703275680542,125.97328186035156,99.97904968261719,83.06866455078125,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001
k_57c764b4_0,stable,0.6264161467552185,175.52593994140625,98.2359390258789,71.4646987915039,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_57c764b4_1,stable,0.5875423550605774,139.09263610839844,101.7236328125,71.83232116699219,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_57e63271_0,stable,0.18068231642246246,483.3798828125,440.21527099609375,393.8876037597656,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_57e63271_1,growth,0.19599904119968414,480.7083435058594,402.9631042480469,372.70684814453125,False,0.0,1.1,False,0.0,1.1,False,0.0,1.1
k_582d4f86_0,stable,0.4078432321548462,383.9620361328125,300.4131164550781,258.5356750488281,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_582d4f86_1,stable,0.44482263922691345,412.7062072753906,345.63970947265625,231.88018798828125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5882820e_0,stable,0.7053151726722717,795.9609375,315.338134765625,184.07901000976562,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5882820e_1,stable,0.6542140245437622,947.053955078125,500.56732177734375,275.41778564453125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_59b22a78_0,stable,0.20838791131973267,1451.9169921875,1281.4658203125,1079.1644287109375,True,582.2296875000003,1.05,False,0.0,1.05,False,0.0,1.05
k_59b22a78_1,stable,0.3069363832473755,1398.1055908203125,1025.0628662109375,988.0707397460938,True,397.7334542410715,1.05,False,0.0,1.05,False,0.0,1.05
k_59fb871b_0,stable,0.519597589969635,1133.1661376953125,958.3601684570312,594.9293212890625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_59fb871b_1,stable,0.35308030247688293,949.4887084960938,815.8170776367188,636.6690673828125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5a8e7d50_0,stable,0.24689742922782898,590.4632568359375,529.078125,513.3383178710938,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5a8e7d50_1,stable,0.21734780073165894,910.1682739257812,814.054443359375,638.7276611328125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5ab05b6d_0,stable,0.5434873104095459,362.87994384765625,238.1456298828125,182.9669952392578,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5ab05b6d_1,other,0.6009758710861206,204.43463134765625,143.8553466796875,126.08686828613281,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001,False,0.0,1.1500000000000001
k_5b179e9e_0,stable,0.46497732400894165,675.64794921875,552.2892456054688,438.645263671875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5b179e9e_1,stable,0.5156834125518799,788.0838012695312,531.0281982421875,482.17803955078125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5b33b527_0,volatile,1.0057647228240967,151.87200927734375,58.76115417480469,23.05208396911621,False,0.0,1.35,False,0.0,1.35,False,0.0,1.35
k_5b33b527_1,decline,0.8014858961105347,129.2811279296875,61.13725662231445,41.66943359375,False,0.0,1.25,False,0.0,1.25,False,0.0,1.25
k_5b664594_0,stable,0.6108497381210327,179.71188354492188,128.71058654785156,56.77640914916992,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5b664594_1,stable,0.44705623388290405,174.63922119140625,145.70855712890625,116.63520812988281,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5b678826_0,stable,0.4332093894481659,783.6470336914062,514.0636596679688,501.68292236328125,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5b678826_1,stable,0.2736663818359375,649.5821533203125,559.0962524414062,488.2859191894531,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5b815461_0,stable,0.22904522716999054,835.3572387695312,682.677490234375,632.4324951171875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5b815461_1,stable,0.22123976051807404,946.5018920898438,827.51513671875,746.818603515625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5c243662_0,stable,0.4883405268192291,1100.5765380859375,698.126220703125,515.8300170898438,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5c243662_1,stable,0.49399468302726746,1159.416015625,800.2989501953125,438.5516662597656,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5c6d4016_0,stable,0.24862146377563477,387.521240234375,320.33447265625,304.95660400390625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5c6d4016_1,stable,0.27163270115852356,537.5894775390625,455.6890869140625,342.9781494140625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5c853bb5_0,decline,0.6718896627426147,110.65892028808594,34.14097213745117,24.82018280029297,False,0.0,1.25,False,0.0,1.25,False,0.0,1.25
k_5c853bb5_1,growth,0.7083959579467773,91.59528350830078,61.81570816040039,11.956029891967773,False,0.0,1.1,False,0.0,1.1,False,0.0,1.1
k_5cbbd5a2_0,stable,0.39878135919570923,420.060546875,312.1231689453125,273.08209228515625,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5cbbd5a2_1,stable,0.48661401867866516,522.9973754882812,397.24859619140625,228.32872009277344,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5cf13acc_0,growth,0.424320787191391,1459.03857421875,944.5548095703125,812.6387939453125,True,579.0716974431821,1.1,False,0.0,1.1,False,0.0,1.1
k_5cf13acc_1,growth,0.46650809049606323,1788.0018310546875,1086.9000244140625,769.6290283203125,True,1655.678719815341,1.1,False,0.0,1.1,False,0.0,1.1
k_5d3bb114_0,stable,0.45656079053878784,387.846435546875,324.9620361328125,276.4520568847656,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5d3bb114_1,stable,0.48770540952682495,501.0077209472656,363.4991455078125,304.2127685546875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5dceca12_0,stable,0.2571622431278229,3305.610107421875,2625.049560546875,2343.59375,True,6937.748939732143,1.05,True,4604.398493303571,1.05,True,3639.4071428571424,1.05
k_5dceca12_1,stable,0.2905538082122803,3372.546142578125,2793.2763671875,2255.129150390625,True,7167.243917410715,1.05,True,5181.176116071428,1.05,True,3336.0999441964286,1.05
k_5ee7fd21_0,decline,0.5132724642753601,228.88316345214844,193.216552734375,177.2120361328125,False,0.0,1.25,False,0.0,1.25,False,0.0,1.25
k_5ee7fd21_1,seasonal,0.5584221482276917,198.939453125,116.25128173828125,108.97309112548828,False,0.0,1.2000000000000002,False,0.0,1.2000000000000002,False,0.0,1.2000000000000002
k_5f1dc280_0,stable,0.31274381279945374,336.16668701171875,277.34185791015625,251.97543334960938,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5f1dc280_1,stable,0.4461404085159302,289.0982360839844,213.81202697753906,199.66921997070312,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5f2684da_0,stable,0.7616450786590576,914.9537353515625,487.705810546875,330.3473205566406,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_5f2684da_1,stable,0.47807687520980835,724.1068725585938,453.75933837890625,354.45281982421875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_6039e272_0,stable,0.24848848581314087,990.6043090820312,813.856689453125,673.5938110351562,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
k_6039e272_1,stable,0.24197807908058167,1027.6458740234375,894.9317626953125,839.78857421875,False,0.0,1.05,False,0.0,1.05,False,0.0,1.05
