seller_id,type,L,target,final_recovery,completed,completion_t,burden_mean,burden_months,household_violation_count,household_penalty_sum,total_reward,n_months
k_2089a6d6_1,stable,1820.37744140625,2184.4529296875,0.6666666605348682,False,25,0.10000000149011612,24,24,24.0,-31.466666805642024,24
k_20cb7c2f_0,stable,378.7239990234375,454.468798828125,0.6666666992638983,False,25,0.10000000149011612,24,24,24.0,-31.46666637962269,24
k_20cb7c2f_1,stable,500.7396697998047,600.8876037597656,0.6666666873931176,False,25,0.10000000149011612,23,23,23.0,-30.266666507221046,24
k_20d83f3e_0,stable,901.7818908691406,1082.1382690429687,0.6666666737806559,False,25,0.10000000149011612,23,23,23.0,-30.26666665695813,24
k_20d83f3e_1,stable,1097.2889099121094,1316.7466918945313,0.6666667438126216,False,25,0.10000000149011612,24,24,24.0,-31.466665889586736,24
k_2138ccb8_0,stable,2391.59033203125,2869.9083984374997,0.6666666149256504,False,25,0.0997398429929192,23,23,23.0,-30.254700013492126,24
k_2138ccb8_1,stable,2820.9439086914062,3385.1326904296875,0.6666666892220253,False,25,0.09722220749993875,23,23,23.0,-30.138887963554904,24
k_218d46b8_0,stable,5564.3525390625,6677.223046874999,0.6666666921401333,False,25,0.07120683168773266,24,24,24.0,-30.0845943074697,24
k_218d46b8_1,stable,6179.728271484375,7415.67392578125,0.6666666387401932,False,25,0.06427189766359646,24,24,24.0,-29.751718061710505,24
k_2199e7fe_0,stable,1229.4110412597656,1475.2932495117186,0.666666681772217,False,25,0.09981987992280043,24,24,24.0,-31.458020736800037,24
k_2199e7fe_1,stable,787.4211730957031,944.9054077148437,0.6666666394592623,False,25,0.10000000149011612,21,21,21.0,-27.866667028532987,24
k_229c3efb_0,stable,2188.8777465820312,2626.6532958984376,0.666666620251405,False,25,0.0980358463794327,20,20,20.0,-26.588101032411856,24
k_229c3efb_1,stable,2232.7161254882812,2679.259350585937,0.6666666595153181,False,25,0.0993750243725317,23,23,23.0,-30.23791786646796,24
k_232a6014_0,stable,831.5611267089844,997.8733520507812,0.6666666964794752,False,25,0.10000000149011612,17,17,17.0,-23.066666389389724,24
k_232a6014_1,stable,999.2408752441406,1199.0890502929688,0.6666666689655835,False,25,0.10000000149011612,18,18,18.0,-24.26666669502276,24
k_23613d49_0,stable,945.48193359375,1134.5783203125,0.6666667250166838,False,25,0.10000000149011612,20,20,20.0,-26.666666084421127,24
k_23613d49_1,stable,867.4950256347656,1040.9940307617187,0.66666665461392,False,25,0.10000000149011612,19,19,19.0,-25.466666855871292,24
k_23d7c96d_0,stable,2741.5629272460938,3289.8755126953124,0.6666666784560163,False,25,0.0986478136900817,24,24,24.0,-31.40176159410774,24
k_23d7c96d_1,stable,2731.65380859375,3277.9845703124997,0.6666666132937238,False,25,0.09834420909763414,24,24,24.0,-31.38718929045548,24
k_244c2f1b_0,stable,1346.269775390625,1615.52373046875,0.6666666397648694,False,25,0.10000000149011612,20,20,20.0,-26.666667022191085,24
k_244c2f1b_1,stable,1106.0228576660156,1327.2274291992187,0.6666666421105527,False,25,0.10000000149011612,19,19,19.0,-25.466666993408328,24
k_2528513d_0,stable,4318.9833984375,5182.780078125,0.6666667119303595,False,25,0.08913085525545393,24,24,24.0,-30.944947221027828,24
k_2528513d_1,stable,5833.7801513671875,7000.536181640625,0.666666695781783,False,25,0.06710745748402103,24,24,24.0,-29.8878243056334,24
k_252e7623_0,volatile,71.18841361999512,85.42609634399413,0.6666666838572021,False,25,0.10000000149011612,12,12,12.0,-17.066666513333566,24
k_252e7623_1,volatile,128.73260879516602,154.4791305541992,0.6666666914171341,False,25,0.10000000149011612,10,10,10.0,-14.66666642421385,24
k_259f7b5e_0,stable,2132.8159790039062,2559.3791748046874,0.6666666312902552,False,25,0.10000000149011612,22,22,22.0,-29.0666671213723,24
k_259f7b5e_1,stable,1982.0828247070312,2378.4993896484375,0.6666667215078804,False,25,0.10000000149011612,22,22,22.0,-29.06666612897843,24
k_25c5c91f_0,stable,8767.935791015625,10521.52294921875,0.6666666835619516,False,25,0.04530462056774425,24,24,24.0,-28.84128826807025,24
k_25c5c91f_1,stable,7986.755126953125,9584.10615234375,0.6666666383905397,False,25,0.050382820519817705,24,24,24.0,-29.085042362655308,24
k_25cf099d_0,stable,696.8318481445312,836.1982177734375,0.6666666729512114,False,25,0.10000000149011612,21,21,21.0,-27.866666660121556,24
k_25cf099d_1,stable,707.560546875,849.07265625,0.6666666981661219,False,25,0.10000000149011612,23,23,23.0,-30.266666388718,24
k_25e6ffe9_0,stable,1765.5803833007812,2118.6964599609373,0.6666666477928924,False,25,0.09923802539931872,23,23,23.0,-30.231616042646852,24
k_25e6ffe9_1,stable,2052.5161743164062,2463.0194091796875,0.6666666889910859,False,25,0.10000000149011612,23,23,23.0,-30.2666664896434,24
k_26223717_0,stable,293.68634033203125,352.42360839843747,0.6666666425046005,False,25,0.10000000149011612,17,17,17.0,-23.06666698311334,24
k_26223717_1,volatile,209.93202209472656,251.91842651367188,0.6666666735722562,False,25,0.10000000149011612,9,9,9.0,-13.466666617527274,24
k_26d8a1c7_0,stable,1692.5302734375,2031.036328125,0.6666666345290402,False,25,0.10000000149011612,23,23,23.0,-30.266667088725896,24
k_26d8a1c7_1,stable,1530.4776306152344,1836.573156738281,0.6666666965406792,False,25,0.10000000149011612,21,21,21.0,-27.866666400637406,24
k_270297ea_0,stable,2056.6331176757812,2467.9597412109374,0.6666666914393851,False,25,0.09787044120783735,17,17,17.0,-22.99426139523323,24
k_270297ea_1,stable,1833.8106079101562,2200.5727294921876,0.6666666738271708,False,25,0.09978323148824944,19,19,19.0,-25.4584293844546,24
k_2709af95_0,stable,417.97613525390625,501.57136230468745,0.6666666758402249,False,25,0.10000000149011612,21,21,21.0,-27.866666628342408,24
k_2709af95_1,stable,399.79957580566406,479.7594909667969,0.6666666328687884,False,25,0.10000000149011612,21,21,21.0,-27.866667101028206,24
k_282f23a9_0,stable,1987.7420654296875,2385.2904785156247,0.6666667021889185,False,25,0.10000000149011612,24,24,24.0,-31.46666634744747,24
k_282f23a9_1,stable,2137.5778198242188,2565.0933837890625,0.6666667503637757,False,25,0.10000000149011612,24,24,24.0,-31.46666581752404,24
k_28ea411b_0,stable,433.6266632080078,520.3519958496094,0.6666666916407664,False,25,0.0987893875311851,19,19,19.0,-25.42066311813661,24
k_28ea411b_1,other,440.39707946777344,528.4764953613281,0.6666667054739396,False,25,0.10000000149011612,16,16,16.0,-21.86666628747038,24
k_2a1348e9_0,decline,566.49609375,679.7953125,0.6666666706385148,False,25,0.10000000149011612,21,21,21.0,-27.866666685561217,24
k_2a1348e9_1,seasonal,525.2587280273438,630.3104736328124,0.6666666926388194,False,25,0.10000000149011612,16,16,16.0,-21.8666664286567,24
k_2a5b78b4_0,growth,5597.9769287109375,6717.572314453125,0.6666667088557017,False,25,0.07822041661046535,24,24,24.0,-30.421246199889616,24
k_2a5b78b4_1,stable,5532.251953125,6638.70234375,0.6666666802783096,False,25,0.07955979041324353,24,24,24.0,-30.485536456774284,24
k_2a6fbeaa_0,stable,740.8428955078125,889.011474609375,0.6666666508551178,False,25,0.10000000149011612,22,22,22.0,-29.066666906158815,24
k_2a6fbeaa_1,stable,687.3626861572266,824.8352233886718,0.666666684000453,False,25,0.10000000149011612,22,22,22.0,-29.06666654156013,24
k_2b1a40c1_0,stable,1573.2755126953125,1887.930615234375,0.6666666596279801,False,25,0.10000000149011612,19,19,19.0,-25.46666680071663,24
k_2b1a40c1_1,stable,2203.6019897460938,2644.3223876953125,0.6666666881415676,False,25,0.0965405745968092,18,18,18.0,-24.142127115927888,24
k_2b3e4a2a_0,stable,3679.0938720703125,4414.912646484375,0.6666666848956369,False,25,0.08769338994925745,22,22,22.0,-28.52517562391532,24
k_2b3e4a2a_1,stable,3745.6278076171875,4494.753369140625,0.6666666589478135,False,25,0.0892544594778049,23,23,23.0,-29.772371887553078,24
k_2be17df1_0,stable,596.356201171875,715.62744140625,0.6666666574107465,False,25,0.10000000149011612,18,18,18.0,-24.266666822125963,24
k_2be17df1_1,stable,664.4586181640625,797.350341796875,0.6666666832986783,False,25,0.10000000149011612,21,21,21.0,-27.866666546299417,24
k_2d50d628_0,stable,1206.347900390625,1447.61748046875,0.6666666997901435,False,25,0.10000000149011612,23,23,23.0,-30.266666370853756,24
k_2d50d628_1,stable,1049.8788757324219,1259.854650878906,0.6666667105131069,False,25,0.10000000149011612,23,23,23.0,-30.266666252901167,24
k_2dee2ce6_0,stable,2075.1322631835938,2490.1587158203124,0.6666667513579485,False,25,0.09756549221885996,17,17,17.0,-22.983892470503804,24
k_2dee2ce6_1,stable,2260.6016235351562,2712.7219482421874,0.6666666631010145,False,25,0.09858057182686591,22,22,22.0,-29.004211866270943,24
k_2e1c9f22_0,stable,3223.257568359375,3867.90908203125,0.6666666892246814,False,25,0.09696715911443987,24,24,24.0,-31.321090056021617,24
k_2e1c9f22_1,stable,3166.3699951171875,3799.6439941406247,0.6666667263972781,False,25,0.09815614489499051,24,24,24.0,-31.378160964589483,24
k_2e3be8a9_0,stable,760.0095062255859,912.0114074707031,0.6666667184280725,False,25,0.10000000149011612,20,20,20.0,-26.66666615689585,24
k_2e3be8a9_1,stable,771.3602600097656,925.6323120117187,0.6666667441881253,False,25,0.10000000149011612,18,18,18.0,-24.2666658675748,24
k_2e90cb16_0,stable,2926.2610473632812,3511.513256835937,0.6666666409688221,False,25,0.09964754528632888,23,23,23.0,-30.25045403251409,24
k_2e90cb16_1,stable,3171.9261474609375,3806.3113769531246,0.6666666798078243,False,25,0.09808359519493702,23,23,23.0,-30.178511901081038,24
k_2f73e04d_0,seasonal,406.58697509765625,487.90437011718745,0.6666667000563787,False,25,0.10000000149011612,13,13,13.0,-18.266666338122853,24
k_2f73e04d_1,volatile,278.7823791503906,334.5388549804687,0.6666666686187772,False,25,0.10000000149011612,11,11,11.0,-15.866666677976005,24
k_30780969_0,stable,3145.36083984375,3774.4330078125,0.666666634557,False,25,0.09927690501832466,24,24,24.0,-31.43195846075258,24
k_30780969_1,stable,2267.7987670898438,2721.3585205078125,0.6666667080002459,False,25,0.10000000149011612,24,24,24.0,-31.466666283522873,24
k_30a2f535_0,stable,1232.37890625,1478.8546875,0.6666666539012238,False,25,0.09999351431251313,24,24,24.0,-31.466355494087168,24
k_30a2f535_1,stable,1177.2605895996094,1412.7127075195312,0.6666666603991899,False,25,0.10000000149011612,19,19,19.0,-25.466666792233326,24
k_31344c16_0,stable,1662.4396362304688,1994.9275634765625,0.6666666276484947,False,25,0.10000000149011612,21,21,21.0,-27.866667158451442,24
k_31344c16_1,stable,1127.771484375,1353.3257812499999,0.6666666856207984,False,25,0.10000000149011612,18,18,18.0,-24.266666511815394,24
k_318f287a_0,stable,799.0141296386719,958.8169555664062,0.6666666340303323,False,25,0.10000000149011612,23,23,23.0,-30.266667094211687,24
k_318f287a_1,stable,796.6131591796875,955.935791015625,0.6666666622348403,False,25,0.10000000149011612,22,22,22.0,-29.066666780981862,24
k_31ae0774_0,stable,1715.5814208984375,2058.6977050781247,0.6666666825302662,False,25,0.10000000149011612,20,20,20.0,-26.66666655177172,24
k_31ae0774_1,other,951.6946105957031,1142.0335327148437,0.6666667380616934,False,25,0.10000000149011612,14,14,14.0,-19.466665923044623,24
k_31da954d_0,stable,1869.513427734375,2243.41611328125,0.6666666851027575,False,25,0.10000000149011612,23,23,23.0,-30.266666532415016,24
k_31da954d_1,stable,1538.117431640625,1845.74091796875,0.666666701401854,False,25,0.10000000149011612,18,18,18.0,-24.266666338223786,24
k_33576ec5_0,stable,1332.9267883300781,1599.5121459960938,0.6666666641992266,False,25,0.10000000149011612,21,21,21.0,-27.86666675639339,24
k_33576ec5_1,stable,899.4703674316406,1079.3644409179688,0.6666667034607471,False,25,0.10000000149011612,21,21,21.0,-27.866666324516657,24
k_3361277d_0,stable,692.8238525390625,831.388623046875,0.6666666605415688,False,25,0.10000000149011612,22,22,22.0,-29.06666679960785,24
k_3361277d_1,stable,826.8133850097656,992.1760620117187,0.6666666827524199,False,25,0.10000000149011612,20,20,20.0,-26.666666549328028,24
k_33a17d60_0,stable,2594.9489135742188,3113.9386962890626,0.6666666864010886,False,25,0.09741462600855302,23,23,23.0,-30.14773924598147,24
k_33a17d60_1,stable,2917.77978515625,3501.3357421875,0.6666666992623268,False,25,0.09613715334951935,22,22,22.0,-28.896701055493253,24
k_33ac3e28_0,stable,1122.5025329589844,1347.0030395507813,0.666666666405615,False,25,0.10000000149011612,23,23,23.0,-30.266666738083575,24
k_33ac3e28_1,stable,1597.39892578125,1916.8787109374998,0.6666666781928196,False,25,0.10000000149011612,24,24,24.0,-31.466666611404563,24
k_33cbda87_0,seasonal,292.0935287475586,350.5122344970703,0.6666666940139059,False,25,0.10000000149011612,15,15,15.0,-20.66666641055052,24
k_33cbda87_1,stable,232.42284393310547,278.90741271972655,0.6666666772846386,False,25,0.10000000149011612,16,16,16.0,-21.866666597552687,24
k_343e7164_0,stable,418.4473571777344,502.13682861328124,0.6666666644456893,False,25,0.10000000149011612,17,17,17.0,-23.066666741761363,24
k_343e7164_1,stable,449.296875,539.15625,0.6666666879212693,False,25,0.10000000149011612,19,19,19.0,-25.46666648949045,24
k_34d1ca11_0,stable,2521.322021484375,3025.58642578125,0.6666666584450734,False,25,0.10000000149011612,24,24,24.0,-31.466666828629766,24
k_34d1ca11_1,stable,2764.9096069335938,3317.8915283203123,0.6666667363870146,False,25,0.09919496237419317,22,22,22.0,-29.03124424420734,24
k_3586b858_0,stable,531.854736328125,638.22568359375,0.6666666335661213,False,25,0.10000000149011612,20,20,20.0,-26.66666709037731,24
k_3586b858_1,stable,612.2609710693359,734.7131652832031,0.6666667305985164,False,25,0.10000000149011612,24,24,24.0,-31.466666034941902,24
k_35fb5114_0,stable,369.324462890625,443.18935546874997,0.6666666843474123,False,25,0.10000000149011612,19,19,19.0,-25.466666528802875,24
k_35fb5114_1,volatile,202.66671752929688,243.20006103515624,0.66666667973786,False,25,0.10000000149011612,13,13,13.0,-18.266666561626558,24
k_36a968b5_0,stable,1662.3704223632812,1994.8445068359374,0.6666666995481105,False,25,0.0989539901304274,22,22,22.0,-29.020641870709593,24
k_36a968b5_1,stable,1814.1505737304688,2176.9806884765626,0.6666666843108416,False,25,0.09905025302535907,23,23,23.0,-30.222978111747253,24
k_373ee4a3_0,stable,587.6972808837891,705.2367370605468,0.6666666755189538,False,25,0.10000000149011612,20,20,20.0,-26.666666628896152,24
k_373ee4a3_1,stable,592.6190643310547,711.1428771972656,0.6666666610446565,False,25,0.10000000149011612,17,17,17.0,-23.066666779172724,24
k_37515688_0,stable,1733.2600708007812,2079.9120849609376,0.6666666369849351,False,25,0.10000000149011612,24,24,24.0,-31.46666706469128,24
k_37515688_1,stable,1373.6293029785156,1648.3551635742188,0.6666666293901807,False,25,0.10000000149011612,24,24,24.0,-31.46666714823359,24
k_376a8917_0,stable,1934.0586547851562,2320.8703857421874,0.6666667107886827,False,25,0.10000000149011612,24,24,24.0,-31.466666252850068,24
k_376a8917_1,stable,1970.9573364257812,2365.1488037109375,0.6666666959553145,False,25,0.09952209894693842,24,24,24.0,-31.44372709394459,24
k_3785b653_0,stable,643.8858489990234,772.6630187988281,0.6666667160973954,False,25,0.10000000149011612,18,18,18.0,-24.26666617657283,24
k_3785b653_1,stable,623.2667083740234,747.9200500488281,0.6666667123036294,False,25,0.10000000149011612,19,19,19.0,-25.46666622128449,24
k_37be5a7c_0,stable,2552.6427612304688,3063.1713134765623,0.6666667025038976,False,25,0.0929790496588157,22,22,22.0,-28.757744457445014,24
k_37be5a7c_1,stable,4017.7452392578125,4821.294287109375,0.6666667101484395,False,25,0.07996446580242876,22,22,22.0,-28.18510268367403,24
k_38102b03_0,stable,264.10521697998047,316.92626037597654,0.666666700673865,False,25,0.10000000149011612,19,19,19.0,-25.4666663492119,24
k_38102b03_1,stable,234.18104553222656,281.0172546386719,0.6666666976414068,False,25,0.10000000149011612,18,18,18.0,-24.266666379588706,24
k_381c83fd_0,stable,2123.6196899414062,2548.3436279296875,0.6666666119333083,False,25,0.10000000149011612,24,24,24.0,-31.466667340259185,24
k_381c83fd_1,stable,2101.131591796875,2521.35791015625,0.6666666699437787,False,25,0.10000000149011612,24,24,24.0,-31.46666670214401,24
k_38874e32_0,stable,1258.8360900878906,1510.6033081054686,0.6666666725603251,False,25,0.10000000149011612,17,17,17.0,-23.066666652500366,24
k_38874e32_1,other,908.7579345703125,1090.509521484375,0.6666667199770545,False,25,0.10000000149011612,14,14,14.0,-19.46666612197565,24
k_38e679b9_0,stable,771.8191223144531,926.1829467773437,0.6666666304710002,False,25,0.10000000149011612,17,17,17.0,-23.066667115482943,24
k_38e679b9_1,stable,934.7950744628906,1121.7540893554688,0.6666666983649585,False,25,0.10000000149011612,18,18,18.0,-24.266666371629636,24
k_391fc663_0,stable,4752.0391845703125,5702.447021484375,0.6666665845521589,False,25,0.07911519883086161,23,23,23.0,-29.30596671614589,24
k_391fc663_1,growth,5056.0762939453125,6067.291552734375,0.666666703761975,False,25,0.07197754296036182,22,22,22.0,-27.833678148874196,24
k_392e0502_0,decline,305.3418502807617,366.41022033691405,0.6666666412033694,False,25,0.10000000149011612,14,14,14.0,-19.46666698848619,24
k_392e0502_1,stable,395.35450744628906,474.42540893554684,0.6666666428299676,False,25,0.10000000149011612,19,19,19.0,-25.46666698549477,24
k_3b152885_0,stable,2520.4703979492188,3024.5644775390624,0.6666666796277467,False,25,0.10000000149011612,24,24,24.0,-31.466666595620357,24
k_3b152885_1,stable,2598.6591796875,3118.391015625,0.6666666628999234,False,25,0.0997211744151937,24,24,24.0,-31.453283080030136,24
k_3bb548e3_0,stable,1717.9833984375,2061.580078125,0.6666666766007742,False,25,0.09992440564356528,20,20,20.0,-26.663642783134094,24
k_3bb548e3_1,stable,1719.2149658203125,2063.057958984375,0.6666667032270941,False,25,0.10000000149011612,20,20,20.0,-26.66666632410661,24
k_3bdff180_0,stable,1097.8154296875,1317.3785156249999,0.6666666708094283,False,25,0.10000000149011612,24,24,24.0,-31.46666669262186,24
k_3bdff180_1,stable,1351.784912109375,1622.14189453125,0.6666666596689503,False,25,0.10000000149011612,24,24,24.0,-31.466666815167116,24
k_3be63455_0,stable,1494.2320861816406,1793.0785034179687,0.666666657879153,False,25,0.10000000149011612,24,24,24.0,-31.46666683485488,24
k_3be63455_1,stable,1718.3886108398438,2062.0663330078123,0.666666738758731,False,25,0.10000000149011612,24,24,24.0,-31.466665945179535,24
k_3c487ae8_0,stable,2160.1356811523438,2592.1628173828126,0.6666666848418864,False,25,0.10000000149011612,23,23,23.0,-30.266666535284585,24
k_3c487ae8_1,stable,2305.291259765625,2766.34951171875,0.6666666986642036,False,25,0.099381966978496,21,21,21.0,-27.840708927790594,24
k_3c7c4a49_0,stable,1349.4179992675781,1619.3015991210937,0.6666666553988709,False,25,0.09994630911100055,24,24,24.0,-31.464089627940453,24
k_3c7c4a49_1,stable,855.8200378417969,1026.984045410156,0.6666666810581333,False,25,0.10000000149011612,24,24,24.0,-31.46666657988611,24
k_3d0cd21d_0,stable,242.61080932617188,291.1329711914062,0.6666666766007742,False,25,0.10000000149011612,20,20,20.0,-26.66666661699613,24
k_3d0cd21d_1,stable,166.5047721862793,199.80572662353515,0.6666666727823678,False,25,0.10000000149011612,16,16,16.0,-21.86666664707767,24
k_3d871de0_0,stable,8644.872802734375,10373.84736328125,0.6666666601268052,False,25,0.0481128603512972,24,24,24.0,-28.976084035467405,24
k_3d871de0_1,stable,9108.71484375,10930.457812499999,0.6666666777175647,False,25,0.050316192141772666,24,24,24.0,-29.08184376791187,24
k_3db66a85_0,stable,1710.2158813476562,2052.2590576171874,0.6666666617305371,False,25,0.10000000149011612,20,20,20.0,-26.666666780568736,24
k_3db66a85_1,stable,2199.5185546875,2639.422265625,0.6666666846943275,False,25,0.10000000149011612,21,21,21.0,-27.86666653094727,24
k_3df020b7_0,stable,1698.2243041992188,2037.8691650390624,0.666666679595822,False,25,0.10000000149011612,24,24,24.0,-31.466666595971528,24
k_3df020b7_1,stable,1834.1722412109375,2201.006689453125,0.6666666807603587,False,25,0.10000000149011612,24,24,24.0,-31.466666583161622,24
k_3ea00e1d_0,decline,226.532958984375,271.83955078125,0.6666667074731548,False,25,0.10000000149011612,13,13,13.0,-18.266666256538315,24
k_3ea00e1d_1,stable,301.27791595458984,361.5334991455078,0.6666666871522094,False,25,0.10000000149011612,17,17,17.0,-23.066666491989643,24
k_3f995f07_0,stable,1013.5810546875,1216.297265625,0.6666666527647429,False,25,0.10000000149011612,23,23,23.0,-30.266666888133166,24
k_3f995f07_1,stable,968.8797912597656,1162.6557495117188,0.6666666588832635,False,25,0.10000000149011612,22,22,22.0,-29.06666681784921,24
k_404e1ba0_0,seasonal,225.7211151123047,270.86533813476564,0.6666666850507973,False,25,0.10000000149011612,14,14,14.0,-19.466666506164483,24
k_404e1ba0_1,decline,285.55492401123047,342.66590881347656,0.6666666944126298,False,25,0.10000000149011612,15,15,15.0,-20.666666406164552,24
k_40d54b51_0,stable,2060.8196411132812,2472.9835693359373,0.6666666580901911,False,25,0.10000000149011612,22,22,22.0,-29.06666682657301,24
k_40d54b51_1,stable,1676.0136108398438,2011.2163330078124,0.6666667092242136,False,25,0.10000000149011612,21,21,21.0,-27.866666261118528,24
k_412a4720_0,stable,1000.0139465332031,1200.0167358398437,0.6666667147472154,False,25,0.10000000149011612,21,21,21.0,-27.866666200365504,24
k_412a4720_1,stable,1107.71630859375,1329.2595703125,0.6666666857841057,False,25,0.10000000149011612,22,22,22.0,-29.06666652193995,24
k_41b39e28_0,stable,1905.2783203125,2286.333984375,0.6666666639203433,False,25,0.0997922893488153,24,24,24.0,-31.456696585619362,24
k_41b39e28_1,stable,1890.1550903320312,2268.186108398437,0.6666666860190071,False,25,0.10000000149011612,24,24,24.0,-31.466666525316498,24
k_42bde9fe_0,decline,387.9905548095703,465.58866577148433,0.6666666979032967,False,25,0.10000000149011612,9,9,9.0,-13.466666349885827,24
k_42bde9fe_1,stable,495.82928466796875,594.9951416015625,0.6666667201976709,False,25,0.10000000149011612,10,10,10.0,-14.666666107627943,24
k_4305fe92_0,volatile,302.34020233154297,362.80824279785156,0.6666666650349755,False,25,0.10000000149011612,11,11,11.0,-15.866666717397823,24
k_4305fe92_1,volatile,423.50537109375,508.20644531249997,0.6666666450747498,False,25,0.10000000149011612,9,9,9.0,-13.466666930999843,24
k_431af27f_0,stable,3032.8588256835938,3639.4305908203123,0.6666666925327717,False,25,0.09769352178449453,24,24,24.0,-31.355955427795244,24
k_431af27f_1,stable,2777.829345703125,3333.3952148437497,0.6666666363183182,False,25,0.0986117418524668,24,24,24.0,-31.40003060941691,24
k_432c37c9_0,stable,1432.248779296875,1718.69853515625,0.6666667067863375,False,25,0.10000000149011612,24,24,24.0,-31.466666296875857,24
k_432c37c9_1,stable,1288.0536804199219,1545.6644165039063,0.6666667180631474,False,25,0.10000000149011612,24,24,24.0,-31.466666172830962,24
k_4371b634_0,growth,1919.6607055664062,2303.592846679687,0.6666666560666564,False,25,0.09997092302997812,22,22,22.0,-29.065387396585812,24
k_4371b634_1,stable,2053.663330078125,2464.39599609375,0.6666666970333689,False,25,0.09875360979582037,22,22,22.0,-29.01182516364904,24
k_439a47cc_0,stable,853.2507019042969,1023.9008422851562,0.666666652756607,False,25,0.10000000149011612,19,19,19.0,-25.466666876301737,24
k_439a47cc_1,stable,1040.986083984375,1249.18330078125,0.6666666558352534,False,25,0.10000000149011612,20,20,20.0,-26.66666684541686,24
k_44073f8b_0,stable,2762.2348022460938,3314.6817626953125,0.6666666549648178,False,25,0.09821345955247249,23,23,23.0,-30.184485934800737,24
k_44073f8b_1,stable,2663.56494140625,3196.2779296875,0.6666667090634603,False,25,0.09878516406714306,23,23,23.0,-30.210783747390515,24
k_440dd6ab_0,stable,1936.8447875976562,2324.2137451171875,0.6666666240796518,False,25,0.10000000149011612,22,22,22.0,-29.066667200688943,24
k_440dd6ab_1,stable,1792.2511596679688,2150.7013916015626,0.6666667134937173,False,25,0.10000000149011612,22,22,22.0,-29.06666621713422,24
k_4559697a_0,stable,823.1025695800781,987.7230834960938,0.6666666503384115,False,25,0.10000000149011612,19,19,19.0,-25.466666902901885,24
k_4559697a_1,stable,1111.1737976074219,1333.4085571289063,0.6666667097867686,False,25,0.10000000149011612,20,20,20.0,-26.66666625195019,24
k_45d33f71_0,stable,643.3956298828125,772.0747558593749,0.6666666711658509,False,25,0.10000000149011612,21,21,21.0,-27.866666679760513,24
k_45d33f71_1,stable,989.9064331054688,1187.8877197265624,0.6666666920151495,False,25,0.10000000149011612,18,18,18.0,-24.266666441477536,24
k_46dc3b2c_0,stable,7890.837890625,9469.00546875,0.6666666709607137,False,25,0.057914083256126646,24,24,24.0,-29.446542615726226,24
k_46dc3b2c_1,stable,11742.6650390625,14091.198046874999,0.6666666947928156,False,25,0.037494585972991386,23,23,23.0,-27.39141731203664,24
k_46ef1a25_0,seasonal,207.45648193359375,248.9477783203125,0.6666666766007742,False,25,0.10000000149011612,16,16,16.0,-21.866666605075196,24
k_46ef1a25_1,stable,187.03229141235352,224.43874969482422,0.6666666449445928,False,25,0.10000000149011612,22,22,22.0,-29.06666697117459,24
k_48162d54_0,stable,3277.8427734375,3933.4113281249997,0.6666667107384054,False,25,0.09527008364775283,23,23,23.0,-30.04909002967417,24
k_48162d54_1,stable,3024.8010864257812,3629.761303710937,0.6666666446518968,False,25,0.09950801467839694,24,24,24.0,-31.443051613392186,24
k_4830e406_0,stable,2743.56298828125,3292.2755859374997,0.6666666677947982,False,25,0.09784953652635629,24,24,24.0,-31.363444407522316,24
k_4830e406_1,stable,2806.0380249023438,3367.2456298828124,0.6666666779602345,False,25,0.09766088217711837,24,24,24.0,-31.354388886939102,24
k_48436dad_0,stable,1511.0804443359375,1813.296533203125,0.6666666969018271,False,25,0.09930687813020582,23,23,23.0,-30.234782728069373,24
k_48436dad_1,decline,1374.982177734375,1649.9786132812499,0.6666666345229613,False,25,0.09720157651188871,21,21,21.0,-27.749133233746754,24
k_4869f7a5_0,stable,22921.08837890625,27505.3060546875,0.6666666766007742,False,25,0.016929217064729506,23,23,23.0,-26.445410542369046,24
k_4869f7a5_1,growth,25059.6826171875,30071.619140625,0.6666666814719577,False,25,0.016173996266163764,24,24,24.0,-27.443018324584326,24
k_49067458_0,stable,674.1106109619141,808.9327331542969,0.6666666388750433,False,25,0.10000000149011612,18,18,18.0,-24.266667026018705,24
k_49067458_1,stable,717.5599365234375,861.071923828125,0.6666666819169813,False,25,0.10000000149011612,21,21,21.0,-27.866666561498086,24
k_4917cee8_0,stable,1361.2182312011719,1633.4618774414062,0.6666667214394016,False,25,0.10000000149011612,23,23,23.0,-30.266666132711922,24
k_4917cee8_1,stable,1802.12841796875,2162.5541015625,0.6666666370876725,False,25,0.10000000149011612,24,24,24.0,-31.46666706356117,24
k_4992e76a_0,stable,994.8763732910156,1193.8516479492187,0.6666666791570028,False,25,0.10000000149011612,24,24,24.0,-31.46666660079854,24
k_4992e76a_1,stable,780.7620849609375,936.914501953125,0.6666666733435316,False,25,0.10000000149011612,24,24,24.0,-31.466666664746725,24
k_49e7217c_0,other,936.2370300292969,1123.4844360351562,0.6666666662447546,False,25,0.09779111411080157,17,17,17.0,-22.99156455107495,24
k_49e7217c_1,stable,1678.6697387695312,2014.4036865234375,0.6666666160020396,False,25,0.0971869887406853,19,19,19.0,-25.3597727961236,24
k_4a3ca931_0,stable,14332.85302734375,17199.4236328125,0.6666666524697871,False,25,0.027602740184180272,24,24,24.0,-27.991598351672998,24
k_4a3ca931_1,stable,10126.3916015625,12151.669921875,0.6666667228103444,False,25,0.04016617965666378,24,24,24.0,-28.594642672606078,24
