seller_id,type,cv,R_mean,R_p10,kosis_category,m_i_uniform,m_i_category,Uniform_m_i_0.10_eligible,Uniform_m_i_0.10_L_star,Uniform_m_i_0.10_cap_star,Uniform_m_i_0.10_reject_reason,Category_m_i_eligible,Category_m_i_L_star,Category_m_i_cap_star,Category_m_i_reject_reason
k_3be63455_0,stable,0.19534462411899917,586.7234859225157,468.9020237369585,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_3be63455_1,stable,0.166521888972088,537.795022838201,448.63472264441316,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_3c487ae8_0,stable,0.3025397643639186,1053.2827147087944,750.2424737723873,가방,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_3c487ae8_1,stable,0.33172628321737757,851.6233076753539,613.92084076077,가방,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_3c7c4a49_0,stable,0.462121740913546,429.1089943430122,171.60589292865802,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_3c7c4a49_1,stable,0.3959232896809396,353.389212908872,164.93504179188787,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_3d871de0_0,stable,0.3045842519973538,2946.933262696905,2376.1091760628397,사무·문구,0.1,0.1,True,3750.8886036440217,1.05,,True,3750.8886036440217,1.05,
k_3d871de0_1,stable,0.3785063510512265,3715.882125473862,2311.3627670694095,사무·문구,0.1,0.1,True,3528.900915666547,1.05,,True,3528.900915666547,1.05,
k_3db66a85_0,stable,0.40271494901862875,761.7471451543322,504.56593522122563,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_3db66a85_1,stable,0.46374393739544456,660.6379186434485,480.5795864139468,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_3df020b7_0,stable,0.2552322981219355,627.651953568597,473.83552938955535,가구,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_3df020b7_1,stable,0.19974323058533203,599.2966956746887,423.00577251071826,가구,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_3f995f07_0,stable,0.672822225984027,322.57796212224883,128.6748297740557,자동차 및 자동차용품,0.1,0.08,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_3f995f07_1,stable,0.4357395594263811,265.1329643916367,166.42734293708386,자동차 및 자동차용품,0.1,0.08,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_404e1ba0_0,stable,0.5291322298320656,109.6430097414921,52.69868733581516,애완용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_404e1ba0_1,other,0.5553534656816792,130.8333748915159,79.20025052224636,애완용품,0.1,0.12,False,0.0,1.1500000000000001,가계비 충당 불가,False,0.0,1.1500000000000001,가계비 충당 불가
k_40d54b51_0,stable,0.3340507941555482,715.7229424490714,528.5427700533801,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_40d54b51_1,stable,0.48978926797860617,666.5710237597335,447.9435717218152,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_412a4720_0,growth,0.3805797331812647,429.0055480956366,247.15029611911345,스포츠·레저용품,0.1,0.12,False,0.0,1.1,가계비 충당 불가,False,0.0,1.1,가계비 충당 불가
k_412a4720_1,stable,0.32954040629731574,395.27721679472256,246.8148219981531,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_41b39e28_0,stable,0.5374251142015785,570.4681646161239,232.99115856425271,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_41b39e28_1,stable,0.3868522521053487,641.3362755854216,332.4076688573952,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_42bde9fe_0,stable,0.6320932435303663,409.6137283964878,182.87136638755,아동·유아용품,0.1,0.15,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_42bde9fe_1,volatile,0.7245787761823362,344.5802158763011,103.93741950423531,아동·유아용품,0.1,0.15,False,0.0,1.3,가계비 충당 불가,False,0.0,1.3,가계비 충당 불가
k_4305fe92_0,seasonal,0.5580640133824293,373.8550247966186,194.4445423030316,스포츠·레저용품,0.1,0.12,False,0.0,1.2000000000000002,가계비 충당 불가,False,0.0,1.2000000000000002,가계비 충당 불가
k_4305fe92_1,growth,0.5984232253012816,334.5990167165731,182.0569932287677,스포츠·레저용품,0.1,0.12,False,0.0,1.1,가계비 충당 불가,False,0.0,1.1,가계비 충당 불가
k_431af27f_0,stable,0.2907699038829727,841.5608683386467,521.3091305336345,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_431af27f_1,stable,0.2357260846370555,919.727878765996,633.5283776910577,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4371b634_0,stable,0.39615015481753213,733.1468326594213,458.23055771863136,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4371b634_1,stable,0.44085031205638436,659.4557490564649,380.09275313655945,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_439a47cc_0,other,0.6058231374274833,329.5138406408313,176.2916946057491,생활용품,0.1,0.1,False,0.0,1.1500000000000001,가계비 충당 불가,False,0.0,1.1500000000000001,가계비 충당 불가
k_439a47cc_1,stable,0.5304253896269839,418.11052077954326,257.69250407973516,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_44073f8b_0,stable,0.4356586121373357,918.7849902204345,519.3235049358808,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_44073f8b_1,stable,0.2843828383137495,731.6385050914402,461.2244190166573,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_440dd6ab_0,stable,0.4488932150355144,605.1852491130209,459.1438301746833,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_440dd6ab_1,stable,0.3377204105693264,845.6851989242149,634.7104419263927,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4559697a_0,stable,0.504172692043799,356.0237491874739,203.46702996132308,가전·전자,0.1,0.05,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4559697a_1,stable,0.49218237384071617,339.36299279988737,202.51209455267556,가전·전자,0.1,0.05,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_45d33f71_0,stable,0.5271705378126933,438.85300127443793,258.7539468298194,컴퓨터 및 주변기기,0.1,0.06,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_45d33f71_1,decline,0.5329373258737733,308.76751147253606,184.63621987597827,컴퓨터 및 주변기기,0.1,0.06,False,0.0,1.25,가계비 충당 불가,False,0.0,1.25,가계비 충당 불가
k_46dc3b2c_0,stable,0.4892028914716006,2346.464523276222,1138.6395758584608,아동·유아용품,0.1,0.15,False,0.0,1.05,가계비 충당 불가,True,1460.0892472720836,1.05,
k_46dc3b2c_1,stable,0.5515201587215648,2572.7243693484543,1344.1299105783492,아동·유아용품,0.1,0.15,True,212.67397912576826,1.05,,True,2516.8966829743667,1.05,
k_46ef1a25_0,stable,0.5965972660974216,83.20391561285876,37.6280464223363,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_46ef1a25_1,decline,0.575085284421109,84.35346405792657,47.47524028587084,생활용품,0.1,0.1,False,0.0,1.25,가계비 충당 불가,False,0.0,1.25,가계비 충당 불가
k_4830e406_0,stable,0.2430139436095969,1011.6444011977804,621.5217079418435,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4830e406_1,stable,0.24421780494914744,1033.7212008861213,714.9606754623038,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4869f7a5_0,growth,0.43178047359117755,6024.98093651573,2776.8060169903233,패션용품 및 액세서리,0.1,0.15,True,4891.765146513786,1.1,,True,9435.629537952495,1.1,
k_4869f7a5_1,growth,0.47474555276046704,5028.192844500257,1604.1533092616714,패션용품 및 액세서리,0.1,0.15,True,1053.9926484927425,1.1,,True,3678.970790920932,1.1,
k_4917cee8_0,stable,0.3386359874414188,467.1015156770646,310.1580394485423,가전·전자,0.1,0.05,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4917cee8_1,stable,0.4789611608981256,458.4242906869358,269.9950355630511,가전·전자,0.1,0.05,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4992e76a_0,stable,0.3415129685887268,332.7539917805478,228.3199931190655,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4992e76a_1,stable,0.28855634881406395,299.4804324154628,215.4454618001541,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_49e7217c_0,decline,0.8595915453771713,439.77068527530747,128.87985622872066,생활용품,0.1,0.1,False,0.0,1.25,가계비 충당 불가,False,0.0,1.25,가계비 충당 불가
k_49e7217c_1,volatile,0.7842986030837551,693.5751449441708,226.91285997921335,생활용품,0.1,0.1,False,0.0,1.3,가계비 충당 불가,False,0.0,1.3,가계비 충당 불가
k_4a3ca931_0,stable,0.23465342115093085,4337.996486717243,3135.099496924798,생활용품,0.1,0.1,True,6353.141132313594,1.05,,True,6353.141132313594,1.05,
k_4a3ca931_1,stable,0.20141730229747834,4723.822244002235,3897.2937322264297,생활용품,0.1,0.1,True,8966.378510490618,1.05,,True,8966.378510490618,1.05,
k_4aba391b_0,stable,0.5687342998290879,634.240656857785,371.9870358043222,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4aba391b_1,stable,0.49488338906197604,498.2834784582639,317.5346861211315,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4b5f66b7_0,stable,0.6076985728439727,480.9741257708712,251.47788281679541,컴퓨터 및 주변기기,0.1,0.06,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4b5f66b7_1,stable,0.5214787726057913,497.91054915014837,272.80773457330434,컴퓨터 및 주변기기,0.1,0.06,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4bf2f4ee_0,other,0.6405661996697298,354.40969389299823,147.54389779735266,의복,0.1,0.15,False,0.0,1.1500000000000001,가계비 충당 불가,False,0.0,1.1500000000000001,가계비 충당 불가
k_4bf2f4ee_1,growth,0.6329684496091853,514.6285138294944,283.87228701727184,의복,0.1,0.15,False,0.0,1.1,가계비 충당 불가,False,0.0,1.1,가계비 충당 불가
k_4c2b2301_0,stable,0.4750471007875763,713.3374920914097,375.45883345415666,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4c2b2301_1,stable,0.4111823801757081,987.159241321314,619.6688010335685,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4c8b8048_0,stable,0.598442733042933,204.17697232013484,111.93077863471717,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4c8b8048_1,stable,0.5546098813616068,365.1409913789709,207.8999551332769,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4d6d651b_0,stable,0.36549650809740086,2044.6441196868898,1095.1500036983125,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,True,109.9885866444853,1.05,
k_4d6d651b_1,growth,0.35067273876422517,2394.8433518380334,1399.4090491938073,스포츠·레저용품,0.1,0.12,True,383.9205246342781,1.1,,True,1299.8973568338606,1.1,
k_4da0e408_0,stable,0.31389832781441596,291.4077805496761,198.20048321345683,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4da0e408_1,stable,0.4883420685136822,317.79748129007606,215.07291505520985,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4e06067c_0,stable,0.4452578347203041,201.950279860309,133.27601923809024,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4e06067c_1,stable,0.3515075444600078,173.73555384535186,104.47224031893931,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4e17c65a_0,stable,0.4346732543917078,640.8520822207346,445.96814161690327,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4e17c65a_1,stable,0.47458704039644795,640.7508361776637,374.69379593952436,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4e7c18b9_0,stable,0.6469979910565217,343.4491227489084,100.66971359726614,가전·전자,0.1,0.05,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4e7c18b9_1,stable,0.5060659563134888,399.30099750333375,159.23322500973592,가전·전자,0.1,0.05,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4e922959_0,stable,0.4901744691824092,2487.818012515458,1690.962327232804,컴퓨터 및 주변기기,0.1,0.06,True,1401.8136933696142,1.05,,False,0.0,1.05,가계비 충당 불가
k_4e922959_1,stable,0.34023464442374496,2127.2999472416996,1563.1300526224557,컴퓨터 및 주변기기,0.1,0.06,True,963.5316089912768,1.05,,False,0.0,1.05,가계비 충당 불가
k_4ebdc7e6_0,stable,0.2142342796431604,142.21713131970827,112.28852295921402,가구,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_4ebdc7e6_1,stable,0.23398436667604663,138.83963068211614,107.76311554157151,가구,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_503c1de0_0,stable,0.294189672670902,612.7849474159784,501.2648617567095,아동·유아용품,0.1,0.15,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_503c1de0_1,growth,0.2915870200772165,491.7120123860198,355.35824513046475,아동·유아용품,0.1,0.15,False,0.0,1.1,가계비 충당 불가,False,0.0,1.1,가계비 충당 불가
k_50c99756_0,stable,0.46177422848242816,278.4080748218357,178.96999382036788,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_50c99756_1,stable,0.2112338242859317,347.01035555504785,265.2156500459598,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_51702dc2_0,stable,0.4892835764275505,265.5413990698903,169.68481948755198,가구,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_51702dc2_1,stable,0.514357567494704,394.16370088557136,210.0854014095069,가구,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_522620dc_0,stable,0.49693469593255946,1987.3340557958877,961.7498499605614,기타,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_522620dc_1,stable,0.3850562628833427,2134.6966567743475,1135.8636386310482,기타,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5236605f_0,stable,0.5577372654803424,96.92301204510326,50.36396293521411,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5236605f_1,growth,0.570071027358852,81.3137438839719,35.77357989673406,스포츠·레저용품,0.1,0.12,False,0.0,1.1,가계비 충당 불가,False,0.0,1.1,가계비 충당 불가
k_52562a9f_0,decline,1.0695343591036002,259.3705877789026,29.846174748342712,스포츠·레저용품,0.1,0.12,False,0.0,1.3,가계비 충당 불가,False,0.0,1.3,가계비 충당 불가
k_52562a9f_1,stable,0.6746169849247812,326.35366484378005,130.64187969601497,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_52ac6f92_0,other,0.6029238015778579,502.39319821434714,239.87549802151347,가구,0.1,0.1,False,0.0,1.1500000000000001,가계비 충당 불가,False,0.0,1.1500000000000001,가계비 충당 불가
k_52ac6f92_1,volatile,0.5624049744000115,593.2465390408545,334.2716886115859,가구,0.1,0.1,False,0.0,1.3,가계비 충당 불가,False,0.0,1.3,가계비 충당 불가
k_530ec610_0,growth,0.5924827780440717,1852.163331917717,524.542261674339,스포츠·레저용품,0.1,0.12,False,0.0,1.1,가계비 충당 불가,False,0.0,1.1,가계비 충당 불가
k_530ec610_1,growth,0.4924046532966609,1797.4311572205754,1051.2990303268464,스포츠·레저용품,0.1,0.12,False,0.0,1.1,가계비 충당 불가,False,0.0,1.1,가계비 충당 불가
k_53243585_0,stable,0.8486449008512136,3794.138271192365,597.2652944833444,통신기기,0.1,0.05,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_53243585_1,stable,0.8004592985170877,2928.9694827035487,484.98765129507774,통신기기,0.1,0.05,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_537eb890_0,stable,0.1940545986149236,505.1790585252755,400.4522090286683,가구,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_537eb890_1,stable,0.23607876850648013,490.2855732505622,355.5177666250662,가구,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_538caafd_0,stable,0.583874678693,46.74653500936347,20.469686427534807,아동·유아용품,0.1,0.15,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_538caafd_1,volatile,0.622905523103888,56.78813613041989,27.613290777019625,아동·유아용품,0.1,0.15,False,0.0,1.3,가계비 충당 불가,False,0.0,1.3,가계비 충당 불가
k_53e4c6e0_0,stable,0.17426748928998137,1187.0887427290118,970.7223739222089,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_53e4c6e0_1,stable,0.16252138904232755,1352.7718659422833,1064.7723396359581,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_54a1852d_0,stable,0.3023629648712071,1090.7417669164797,819.5345559637731,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_54a1852d_1,stable,0.25032786869855067,910.8791628628463,685.2503541112906,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5656537e_0,stable,0.26514945333696865,760.0473675008474,547.9053888583263,가전·전자,0.1,0.05,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5656537e_1,stable,0.25974503611231176,939.1733767676463,584.9496259789499,가전·전자,0.1,0.05,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_56642bcb_0,stable,0.4540108537651965,307.7615528618121,230.554986213154,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_56642bcb_1,stable,0.4377042241200751,350.6016177165119,181.09112545586328,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_56db5c07_0,volatile,0.5753986782950634,128.85883655964193,23.847184503265446,가전·전자,0.1,0.05,False,0.0,1.3,가계비 충당 불가,False,0.0,1.3,가계비 충당 불가
k_56db5c07_1,volatile,0.6564561488800175,188.48167904966013,85.23271863867772,가전·전자,0.1,0.05,False,0.0,1.3,가계비 충당 불가,False,0.0,1.3,가계비 충당 불가
k_575df70b_0,stable,0.5113555089378078,392.2901787969857,228.0970319901019,가구,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_575df70b_1,stable,0.45939777482176575,462.2096365089481,335.7463789952871,가구,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_57989161_0,decline,0.5360346079560503,97.94444395962391,56.698550742075696,서적,0.1,0.03,False,0.0,1.25,가계비 충당 불가,False,0.0,1.25,가계비 충당 불가
k_57989161_1,stable,0.4808192908010931,82.91098780520535,33.79690161776179,서적,0.1,0.03,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_57c764b4_0,decline,1.5341141214283245,198.7791981474265,51.82678465011081,생활용품,0.1,0.1,False,0.0,1.3,가계비 충당 불가,False,0.0,1.3,가계비 충당 불가
k_57c764b4_1,other,0.8359128510108066,268.3308141534623,118.66270347948425,생활용품,0.1,0.1,False,0.0,1.1500000000000001,가계비 충당 불가,False,0.0,1.1500000000000001,가계비 충당 불가
k_57e63271_0,stable,0.29289547479619676,549.8161101056991,401.5320585378896,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_57e63271_1,stable,0.27651826379474576,503.39320123910784,339.41296638714886,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_582d4f86_0,stable,0.2659773546064634,422.55410147659177,317.2838710595589,가전·전자,0.1,0.05,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_582d4f86_1,stable,0.3666552406408085,408.49662353653184,279.17318123257496,가전·전자,0.1,0.05,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5882820e_0,stable,0.5431412261909663,697.6728353384399,374.71779561051875,가구,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5882820e_1,decline,0.5616052095853706,719.7740231429299,362.98063543034095,가구,0.1,0.1,False,0.0,1.25,가계비 충당 불가,False,0.0,1.25,가계비 충당 불가
k_59b22a78_0,stable,0.22618114858109506,1655.2599901297447,1273.9532620984696,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_59b22a78_1,stable,0.19758908043681775,1701.8034988524669,1340.7250116584444,생활용품,0.1,0.1,True,201.0000399718092,1.05,,True,201.0000399718092,1.05,
k_59fb871b_0,stable,0.3861417954443696,1417.8105209862813,748.1569189538466,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,True,734.4474442549478,1.05,
k_59fb871b_1,stable,0.41605171824422665,971.867100127165,676.7254955229238,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,True,244.6319693000487,1.05,
k_5a8e7d50_0,growth,0.30629556965301513,599.4162669048285,397.5442595837706,가구,0.1,0.1,False,0.0,1.1,가계비 충당 불가,False,0.0,1.1,가계비 충당 불가
k_5a8e7d50_1,stable,0.3659040679061466,843.8679489227973,637.8356096729698,가구,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5ab05b6d_0,other,0.7141186420013312,215.6553780734843,76.31391445496804,화장품,0.1,0.2,False,0.0,1.1500000000000001,가계비 충당 불가,False,0.0,1.1500000000000001,가계비 충당 불가
k_5ab05b6d_1,stable,0.6210168031907761,237.395054023035,114.18335413976624,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5b179e9e_0,other,0.5920854525398619,660.4455023738274,436.49974885525967,생활용품,0.1,0.1,False,0.0,1.1500000000000001,가계비 충당 불가,False,0.0,1.1500000000000001,가계비 충당 불가
k_5b179e9e_1,stable,0.5165043929666491,511.57372747865276,263.0637612611292,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5b33b527_0,volatile,0.7539863773079176,185.3753552464165,38.544763104273954,가전·전자,0.1,0.05,False,0.0,1.3,가계비 충당 불가,False,0.0,1.3,가계비 충당 불가
k_5b33b527_1,stable,0.6736508500592164,141.87818970321334,46.47944837661375,가전·전자,0.1,0.05,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5b678826_0,stable,0.3938791934920357,575.1025494650404,293.78075900580325,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5b678826_1,stable,0.4437397221324263,834.2486741834095,447.5964603815055,스포츠·레저용품,0.1,0.12,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5b815461_0,stable,0.23583135773983127,951.6278456335058,777.8956982435496,컴퓨터 및 주변기기,0.1,0.06,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5b815461_1,stable,0.28202765498532983,961.9679138833529,520.0414621645876,컴퓨터 및 주변기기,0.1,0.06,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5c243662_0,stable,0.33615035077991706,1520.464238412027,1008.8336948953006,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,True,2521.9453364249184,1.05,
k_5c243662_1,stable,0.8292172156705344,1320.9330599669142,210.13649218517352,화장품,0.1,0.2,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5c6d4016_0,stable,0.5577537419084673,528.9398140859556,302.8658128994527,컴퓨터 및 주변기기,0.1,0.06,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5c6d4016_1,stable,0.33964759186043936,326.59895404288574,222.57748356038533,컴퓨터 및 주변기기,0.1,0.06,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5c853bb5_0,other,0.5859967068884694,223.43301077429138,132.51242792149273,가구,0.1,0.1,False,0.0,1.1500000000000001,가계비 충당 불가,False,0.0,1.1500000000000001,가계비 충당 불가
k_5c853bb5_1,other,0.5710549215577599,155.76057285996674,115.36205704474577,가구,0.1,0.1,False,0.0,1.1500000000000001,가계비 충당 불가,False,0.0,1.1500000000000001,가계비 충당 불가
k_5cbbd5a2_0,stable,0.503539215564143,533.8711190946752,287.7995227962327,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5cbbd5a2_1,stable,0.4132722152309921,442.6918554261052,301.8346956902493,생활용품,0.1,0.1,False,0.0,1.05,가계비 충당 불가,False,0.0,1.05,가계비 충당 불가
k_5cf13acc_0,growth,0.3652942601451453,1201.4441002336403,728.8945123940557,애완용품,0.1,0.12,False,0.0,1.1,가계비 충당 불가,False,0.0,1.1,가계비 충당 불가
