seller_id,year_month,monthly_revenue,monthly_orders,active_days,year_month_dt,cluster,seller_type
4fb41dff7c50136976d1a5cf004a42e2,2017-09,0.0,0.0,0,2017-09-01,1,계절형 (Seasonal)
4fb41dff7c50136976d1a5cf004a42e2,2017-10,0.0,0.0,0,2017-10-01,1,계절형 (Seasonal)
4fb41dff7c50136976d1a5cf004a42e2,2017-11,750.0,1.0,1,2017-11-01,1,계절형 (Seasonal)
4fb41dff7c50136976d1a5cf004a42e2,2017-12,200.0,1.0,1,2017-12-01,1,계절형 (Seasonal)
4fb41dff7c50136976d1a5cf004a42e2,2018-01,0.0,0.0,0,2018-01-01,1,계절형 (Seasonal)
4fb41dff7c50136976d1a5cf004a42e2,2018-02,280.0,1.0,1,2018-02-01,1,계절형 (Seasonal)
4fb41dff7c50136976d1a5cf004a42e2,2018-03,0.0,0.0,0,2018-03-01,1,계절형 (Seasonal)
4fb41dff7c50136976d1a5cf004a42e2,2018-04,0.0,0.0,0,2018-04-01,1,계절형 (Seasonal)
4fb41dff7c50136976d1a5cf004a42e2,2018-05,0.0,0.0,0,2018-05-01,1,계절형 (Seasonal)
4fb41dff7c50136976d1a5cf004a42e2,2018-06,0.0,0.0,0,2018-06-01,1,계절형 (Seasonal)
4fb41dff7c50136976d1a5cf004a42e2,2018-07,0.0,0.0,0,2018-07-01,1,계절형 (Seasonal)
4fb41dff7c50136976d1a5cf004a42e2,2018-08,0.0,0.0,0,2018-08-01,1,계절형 (Seasonal)
5011f0d93373a4c5753adf58ca77af8d,2016-09,0.0,0.0,0,2016-09-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2016-10,0.0,0.0,0,2016-10-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2016-11,0.0,0.0,0,2016-11-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2016-12,0.0,0.0,0,2016-12-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2017-01,0.0,0.0,0,2017-01-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2017-02,0.0,0.0,0,2017-02-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2017-03,0.0,0.0,0,2017-03-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2017-04,0.0,0.0,0,2017-04-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2017-05,0.0,0.0,0,2017-05-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2017-06,0.0,0.0,0,2017-06-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2017-07,0.0,0.0,0,2017-07-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2017-08,249.74,5.0,4,2017-08-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2017-09,139.96,1.0,1,2017-09-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2017-10,0.0,0.0,0,2017-10-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2017-11,0.0,0.0,0,2017-11-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2017-12,19.9,1.0,1,2017-12-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2018-01,0.0,0.0,0,2018-01-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2018-02,0.0,0.0,0,2018-02-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2018-03,0.0,0.0,0,2018-03-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2018-04,0.0,0.0,0,2018-04-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2018-05,449.9200000000001,4.0,4,2018-05-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2018-06,0.0,0.0,0,2018-06-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2018-07,0.0,0.0,0,2018-07-01,0,불안정형 (Volatile)
5011f0d93373a4c5753adf58ca77af8d,2018-08,0.0,0.0,0,2018-08-01,0,불안정형 (Volatile)
503c1de08ae81a2d86f17951b204db55,2016-09,0.0,0.0,0,2016-09-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2016-10,0.0,0.0,0,2016-10-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2016-11,0.0,0.0,0,2016-11-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2016-12,0.0,0.0,0,2016-12-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2017-01,0.0,0.0,0,2017-01-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2017-02,0.0,0.0,0,2017-02-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2017-03,0.0,0.0,0,2017-03-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2017-04,0.0,0.0,0,2017-04-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2017-05,0.0,0.0,0,2017-05-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2017-06,213.0,1.0,1,2017-06-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2017-07,639.0,3.0,3,2017-07-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2017-08,213.0,1.0,1,2017-08-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2017-09,639.0,3.0,3,2017-09-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2017-10,679.99,3.0,3,2017-10-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2017-11,486.0,2.0,2,2017-11-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2017-12,243.0,1.0,1,2017-12-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2018-01,243.0,1.0,1,2018-01-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2018-02,0.0,0.0,0,2018-02-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2018-03,426.0,2.0,2,2018-03-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2018-04,426.0,2.0,2,2018-04-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2018-05,213.0,1.0,1,2018-05-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2018-06,0.0,0.0,0,2018-06-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2018-07,486.0,2.0,2,2018-07-01,1,계절형 (Seasonal)
503c1de08ae81a2d86f17951b204db55,2018-08,0.0,0.0,0,2018-08-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2016-09,0.0,0.0,0,2016-09-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2016-10,0.0,0.0,0,2016-10-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2016-11,0.0,0.0,0,2016-11-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2016-12,0.0,0.0,0,2016-12-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2017-01,0.0,0.0,0,2017-01-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2017-02,0.0,0.0,0,2017-02-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2017-03,0.0,0.0,0,2017-03-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2017-04,0.0,0.0,0,2017-04-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2017-05,0.0,0.0,0,2017-05-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2017-06,0.0,0.0,0,2017-06-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2017-07,0.0,0.0,0,2017-07-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2017-08,0.0,0.0,0,2017-08-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2017-09,0.0,0.0,0,2017-09-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2017-10,421.95,4.0,4,2017-10-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2017-11,934.9200000000001,8.0,5,2017-11-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2017-12,1004.9200000000001,7.0,6,2017-12-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2018-01,1544.88,10.0,9,2018-01-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2018-02,749.92,4.0,4,2018-02-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2018-03,1337.7,6.0,5,2018-03-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2018-04,589.92,3.0,3,2018-04-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2018-05,179.99,1.0,1,2018-05-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2018-06,2218.7200000000003,13.0,8,2018-06-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2018-07,729.93,5.0,5,2018-07-01,1,계절형 (Seasonal)
5058e8c1e82653974541e83690655b4a,2018-08,99.98,1.0,1,2018-08-01,1,계절형 (Seasonal)
5075aaa8404020ae6aa8bf4792099b41,2016-09,0.0,0.0,0,2016-09-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2016-10,0.0,0.0,0,2016-10-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2016-11,0.0,0.0,0,2016-11-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2016-12,0.0,0.0,0,2016-12-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2017-01,0.0,0.0,0,2017-01-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2017-02,0.0,0.0,0,2017-02-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2017-03,203.97,2.0,2,2017-03-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2017-04,0.0,0.0,0,2017-04-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2017-05,0.0,0.0,0,2017-05-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2017-06,49.99,1.0,1,2017-06-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2017-07,273.97,2.0,2,2017-07-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2017-08,83.5,1.0,1,2017-08-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2017-09,0.0,0.0,0,2017-09-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2017-10,0.0,0.0,0,2017-10-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2017-11,799.0,1.0,1,2017-11-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2017-12,98.49,2.0,2,2017-12-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2018-01,63.96,1.0,1,2018-01-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2018-02,0.0,0.0,0,2018-02-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2018-03,0.0,0.0,0,2018-03-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2018-04,0.0,0.0,0,2018-04-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2018-05,0.0,0.0,0,2018-05-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2018-06,0.0,0.0,0,2018-06-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2018-07,0.0,0.0,0,2018-07-01,0,불안정형 (Volatile)
5075aaa8404020ae6aa8bf4792099b41,2018-08,0.0,0.0,0,2018-08-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2016-09,0.0,0.0,0,2016-09-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2016-10,0.0,0.0,0,2016-10-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2016-11,0.0,0.0,0,2016-11-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2016-12,0.0,0.0,0,2016-12-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2017-01,0.0,0.0,0,2017-01-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2017-02,0.0,0.0,0,2017-02-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2017-03,0.0,0.0,0,2017-03-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2017-04,0.0,0.0,0,2017-04-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2017-05,0.0,0.0,0,2017-05-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2017-06,0.0,0.0,0,2017-06-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2017-07,0.0,0.0,0,2017-07-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2017-08,0.0,0.0,0,2017-08-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2017-09,0.0,0.0,0,2017-09-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2017-10,0.0,0.0,0,2017-10-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2017-11,0.0,0.0,0,2017-11-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2017-12,30.0,1.0,1,2017-12-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2018-01,0.0,0.0,0,2018-01-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2018-02,22.9,1.0,1,2018-02-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2018-03,48.89,2.0,2,2018-03-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2018-04,0.0,0.0,0,2018-04-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2018-05,0.0,0.0,0,2018-05-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2018-06,0.0,0.0,0,2018-06-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2018-07,69.98,2.0,2,2018-07-01,0,불안정형 (Volatile)
50770d25768b0486d89be26afca3108f,2018-08,0.0,0.0,0,2018-08-01,0,불안정형 (Volatile)
50c9975695009e5e6473912e83a6d1da,2016-09,0.0,0.0,0,2016-09-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2016-10,0.0,0.0,0,2016-10-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2016-11,0.0,0.0,0,2016-11-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2016-12,0.0,0.0,0,2016-12-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2017-01,0.0,0.0,0,2017-01-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2017-02,276.0,2.0,2,2017-02-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2017-03,184.5,3.0,3,2017-03-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2017-04,356.0,3.0,3,2017-04-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2017-05,340.25,5.0,5,2017-05-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2017-06,90.0,2.0,2,2017-06-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2017-07,261.0,3.0,3,2017-07-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2017-08,234.0,4.0,3,2017-08-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2017-09,81.0,1.0,1,2017-09-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2017-10,365.9,2.0,2,2017-10-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2017-11,391.7,4.0,4,2017-11-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2017-12,351.0,5.0,5,2017-12-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2018-01,337.8,6.0,4,2018-01-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2018-02,221.0,3.0,3,2018-02-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2018-03,364.5,5.0,4,2018-03-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2018-04,0.0,0.0,0,2018-04-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2018-05,47.25,1.0,1,2018-05-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2018-06,0.0,0.0,0,2018-06-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2018-07,62.5,1.0,1,2018-07-01,2,안정형 (Stable)
50c9975695009e5e6473912e83a6d1da,2018-08,0.0,0.0,0,2018-08-01,2,안정형 (Stable)
512d298ac2a96d1931b6bd30aa21f61d,2016-09,0.0,0.0,0,2016-09-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2016-10,0.0,0.0,0,2016-10-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2016-11,0.0,0.0,0,2016-11-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2016-12,0.0,0.0,0,2016-12-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2017-01,0.0,0.0,0,2017-01-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2017-02,0.0,0.0,0,2017-02-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2017-03,0.0,0.0,0,2017-03-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2017-04,0.0,0.0,0,2017-04-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2017-05,0.0,0.0,0,2017-05-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2017-06,0.0,0.0,0,2017-06-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2017-07,0.0,0.0,0,2017-07-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2017-08,0.0,0.0,0,2017-08-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2017-09,0.0,0.0,0,2017-09-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2017-10,0.0,0.0,0,2017-10-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2017-11,0.0,0.0,0,2017-11-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2017-12,0.0,0.0,0,2017-12-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2018-01,29.99,1.0,1,2018-01-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2018-02,0.0,0.0,0,2018-02-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2018-03,1649.6999999999998,3.0,3,2018-03-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2018-04,258.9,1.0,1,2018-04-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2018-05,878.78,3.0,3,2018-05-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2018-06,89.9,1.0,1,2018-06-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2018-07,0.0,0.0,0,2018-07-01,0,불안정형 (Volatile)
512d298ac2a96d1931b6bd30aa21f61d,2018-08,4494.67,2.0,2,2018-08-01,0,불안정형 (Volatile)
5145090ab595c0d0b8557199f5701fbf,2016-09,0.0,0.0,0,2016-09-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2016-10,0.0,0.0,0,2016-10-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2016-11,0.0,0.0,0,2016-11-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2016-12,0.0,0.0,0,2016-12-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2017-01,0.0,0.0,0,2017-01-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2017-02,0.0,0.0,0,2017-02-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2017-03,0.0,0.0,0,2017-03-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2017-04,0.0,0.0,0,2017-04-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2017-05,0.0,0.0,0,2017-05-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2017-06,0.0,0.0,0,2017-06-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2017-07,0.0,0.0,0,2017-07-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2017-08,0.0,0.0,0,2017-08-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2017-09,0.0,0.0,0,2017-09-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2017-10,0.0,0.0,0,2017-10-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2017-11,0.0,0.0,0,2017-11-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2017-12,0.0,0.0,0,2017-12-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2018-01,0.0,0.0,0,2018-01-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2018-02,0.0,0.0,0,2018-02-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2018-03,789.8,2.0,2,2018-03-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2018-04,219.9,1.0,1,2018-04-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2018-05,0.0,0.0,0,2018-05-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2018-06,449.9,1.0,1,2018-06-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2018-07,0.0,0.0,0,2018-07-01,1,계절형 (Seasonal)
5145090ab595c0d0b8557199f5701fbf,2018-08,0.0,0.0,0,2018-08-01,1,계절형 (Seasonal)
515d781150feed28a6ac091bb0e3cb8c,2016-09,0.0,0.0,0,2016-09-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2016-10,212.4,1.0,1,2016-10-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2016-11,0.0,0.0,0,2016-11-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2016-12,0.0,0.0,0,2016-12-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2017-01,0.0,0.0,0,2017-01-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2017-02,0.0,0.0,0,2017-02-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2017-03,0.0,0.0,0,2017-03-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2017-04,627.96,4.0,3,2017-04-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2017-05,161.99,1.0,1,2017-05-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2017-06,0.0,0.0,0,2017-06-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2017-07,0.0,0.0,0,2017-07-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2017-08,0.0,0.0,0,2017-08-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2017-09,0.0,0.0,0,2017-09-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2017-10,0.0,0.0,0,2017-10-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2017-11,0.0,0.0,0,2017-11-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2017-12,0.0,0.0,0,2017-12-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2018-01,0.0,0.0,0,2018-01-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2018-02,0.0,0.0,0,2018-02-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2018-03,0.0,0.0,0,2018-03-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2018-04,0.0,0.0,0,2018-04-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2018-05,0.0,0.0,0,2018-05-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2018-06,0.0,0.0,0,2018-06-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2018-07,0.0,0.0,0,2018-07-01,0,불안정형 (Volatile)
515d781150feed28a6ac091bb0e3cb8c,2018-08,0.0,0.0,0,2018-08-01,0,불안정형 (Volatile)
5160d23075764e18e07c1f4a87fad743,2016-09,0.0,0.0,0,2016-09-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2016-10,0.0,0.0,0,2016-10-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2016-11,0.0,0.0,0,2016-11-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2016-12,0.0,0.0,0,2016-12-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2017-01,0.0,0.0,0,2017-01-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2017-02,0.0,0.0,0,2017-02-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2017-03,0.0,0.0,0,2017-03-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2017-04,0.0,0.0,0,2017-04-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2017-05,0.0,0.0,0,2017-05-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2017-06,0.0,0.0,0,2017-06-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2017-07,0.0,0.0,0,2017-07-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2017-08,330.0,4.0,3,2017-08-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2017-09,820.0,11.0,9,2017-09-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2017-10,774.0,12.0,8,2017-10-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2017-11,395.0,5.0,5,2017-11-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2017-12,40.0,1.0,1,2017-12-01,1,계절형 (Seasonal)
5160d23075764e18e07c1f4a87fad743,2018-01,0.0,0.0,0,2018-01-01,1,계절형 (Seasonal)
